,aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
5312,804,소만마을(풍림),1994,개인,,,27500,10,3,2024,중개거래,경기 고양시덕양구,45.36,11,781,N,24.04.19,41281,개인,행신동
5313,103동,삼송2차원흥역동원로얄듀크비스타,2020,개인,,,75000,9,3,2024,중개거래,경기 고양시덕양구,84.9867,25,635,N,24.05.09,41281,개인,원흥동
5314,108,주공그린빌,2003,개인,,,26700,12,3,2024,중개거래,"경기 고양시덕양구, 경기 고양시일산서구",59.92,12,996,N,24.05.31,41281,개인,관산동
5315,305동,DMC호반베르디움더포레3단지,2019,개인,,,83300,10,3,2024,중개거래,경기 고양시 덕양구,84.952,10,557,N,24.04.05,41281,개인,향동동
5316,503,중앙,1992,개인,,,14250,7,3,2024,중개거래,경기 고양시덕양구,52.29,4,338-4,N,24.04.02,41281,개인,관산동
5317,229,샘터마을2,1996,개인,,,35000,1,3,2024,중개거래,경기 고양시덕양구,59.98,5,983,N,24.05.20,41281,개인,행신동
5318,502,신원마을5단지우림필유아파트,2013,개인,,,60700,9,3,2024,중개거래,경기 고양시덕양구,99.47,14,654,N,24.06.28,41281,개인,신원동
5319,504,신원당(대명5),1993,개인,,,30300,14,3,2024,중개거래,경기 고양시덕양구,58.68,8,730,N,24.03.27,41281,개인,성사동
5320,301,소만마을3단지(늘푸른아파트),1996,개인,,,33500,1,3,2024,중개거래,경기 고양시덕양구,51.03,13,799,N,24.06.07,41281,개인,행신동
5321,1901,햇빛마을19,1998,개인,,,50900,9,3,2024,중개거래,경기 고양시 덕양구,84.94,10,903,N,24.08.23,41281,개인,행신동
5322,202동,DMC호반베르디움더포레2단지,2019,개인,,,60000,12,3,2024,직거래,,84.9313,15,571,N,24.03.15,41281,개인,향동동
5323,102,푸른마을1단지,2008,개인,,,34700,5,3,2024,중개거래,경기 고양시덕양구,84.921,21,735,N,24.03.25,41281,개인,고양동
5324,215,샘터마을2,1996,개인,,,34200,9,3,2024,중개거래,경기 고양시덕양구,59.97,3,983,N,24.05.24,41281,개인,행신동
5325,208,도래울센트럴더포레,2014,개인,,,63000,7,3,2024,중개거래,경기 고양시덕양구,84.58,7,983,N,24.07.15,41281,개인,도내동
5326,1509,옥빛마을(주공)15,1997,개인,,,36100,1,3,2024,직거래,,59.97,20,1127,N,24.03.14,41281,개인,화정동
5327,303,푸른마을3단지,2004,개인,,,28000,4,3,2024,중개거래,경기 고양시덕양구,84.89,12,719,N,24.04.05,41281,개인,고양동
5328,1303,옥빛마을(일신건영)13(휴먼빌),1995,개인,,,47000,8,3,2024,중개거래,경기 고양시덕양구,59.835,4,987,N,24.03.29,41281,개인,화정동
5329,1509,옥빛마을(주공)15,1997,개인,,,39500,4,3,2024,중개거래,"경기 고양시 덕양구, 경기 고양시 일산동구",59.97,5,1127,N,24.05.31,41281,개인,화정동
5330,307,달빛마을3단지,1995,개인,,,44500,8,3,2024,중개거래,"경기 고양시덕양구, 경기 김포시",84.95,14,865,N,24.05.29,41281,개인,화정동
5331,115,달빛마을(경남),1995,개인,,,48300,6,3,2024,중개거래,경기 고양시덕양구,84.9,6,858,N,24.06.07,41281,개인,화정동
5332,904,신원당(태영9),1993,개인,,,30500,13,3,2024,중개거래,경기 고양시덕양구,59.4,10,725,N,24.03.19,41281,개인,성사동
5333,804,별빛마을(부영)8(좋은집),1995,개인,,,36000,7,3,2024,중개거래,경기 고양시덕양구,50,9,952,N,24.05.31,41281,개인,화정동
5334,222,샘터마을2,1996,개인,,,28200,9,3,2024,중개거래,경기 고양시덕양구,49.96,3,983,N,24.04.29,41281,개인,행신동
5335,,달빛마을3단지,1995,개인,24.04.01,O,45000,5,3,2024,중개거래,경기 고양시덕양구,84.87,10,865,N,,41281,개인,화정동
5336,,은빛마을11단지,1996,개인,24.03.27,O,34500,10,3,2024,중개거래,경기 고양시덕양구,50,2,961,N,,41281,개인,화정동
5337,308동,DMC두산위브더퍼스트,2020,개인,,,57800,12,3,2024,중개거래,경기 고양시덕양구,59.94,20,405,N,24.05.17,41281,개인,향동동
5338,502,신원마을5단지우림필유아파트,2013,개인,,,63500,9,3,2024,중개거래,경기 고양시덕양구,114.44,2,654,N,24.03.26,41281,개인,신원동
5339,923,별빛마을9단지(기산),1995,개인,,,58500,12,3,2024,중개거래,경기 고양시덕양구,84.93,10,948,N,24.05.17,41281,개인,화정동
5340,105,지축역북한산유보라,2019,개인,,,88500,12,3,2024,중개거래,"경기 고양시 덕양구, 경기 고양시 일산서구",84.9884,14,884,N,24.04.25,41281,개인,지축동
5341,1012,별빛마을(건영)10,1996,개인,,,53000,6,3,2024,중개거래,경기 고양시덕양구,76.86,10,951,N,24.04.29,41281,개인,화정동
5342,901,별빛마을9단지(901동에서906동),1995,개인,,,54300,1,3,2024,중개거래,경기 고양시덕양구,84.93,4,948,N,24.04.25,41281,개인,화정동
5343,2003,햇빛마을주공20,1997,개인,,,28500,12,3,2024,중개거래,경기 고양시덕양구,59.98,3,934,N,24.03.20,41281,개인,행신동
5344,607,신원당(태영6),1993,개인,,,47000,8,3,2024,중개거래,경기 고양시덕양구,84.88,8,731,N,24.05.27,41281,개인,성사동
5345,221,달빛(라이프)2,1996,개인,,,24500,11,3,2024,중개거래,경기 고양시덕양구,49.95,9,851,N,24.03.20,41281,개인,화정동
5346,906,별빛마을9단지(901동에서906동),1995,개인,,,54700,6,3,2024,중개거래,경기 고양시덕양구,84.93,11,948,N,24.04.29,41281,개인,화정동
5347,2006,햇빛마을주공20,1997,개인,,,33000,6,3,2024,중개거래,경기 고양시덕양구,59.97,15,934,N,24.04.30,41281,개인,행신동
5348,2010,햇빛마을주공20,1997,개인,,,20300,11,3,2024,중개거래,경기 고양시덕양구,39.99,3,934,N,24.03.18,41281,개인,행신동
5349,703,소만마을(대명)7,1995,개인,,,32000,11,3,2024,중개거래,경기 고양시 덕양구,59.04,2,783,N,24.03.21,41281,개인,행신동
5350,502,신원당(대명5),1993,개인,,,30400,5,3,2024,중개거래,경기 고양시덕양구,58.68,4,730,N,24.05.07,41281,개인,성사동
5351,2003,햇빛마을주공20,1997,개인,,,31500,2,3,2024,중개거래,경기 고양시덕양구,59.98,15,934,N,24.03.29,41281,개인,행신동
5352,1515,옥빛마을(주공)15,1997,개인,,,38200,7,3,2024,중개거래,경기 고양시덕양구,59.97,17,1127,N,24.06.14,41281,개인,화정동
5353,606,신원당(태영6),1993,개인,,,27600,6,3,2024,중개거래,경기 고양시덕양구,54.91,5,731,N,24.04.25,41281,개인,성사동
5354,502,신원당(대명5),1993,개인,,,32200,8,3,2024,중개거래,경기 고양시덕양구,58.68,12,730,N,24.05.30,41281,개인,성사동
5355,918,별빛마을9단지(913동에서918동),1995,개인,,,49000,1,3,2024,중개거래,경기 고양시덕양구,84.93,2,948,N,24.05.17,41281,개인,화정동
5356,806,별빛마을(부영)8(좋은집),1995,개인,,,35300,2,3,2024,중개거래,경기 고양시 덕양구,50,11,952,N,24.06.28,41281,개인,화정동
5357,,유일,1996,개인,,,30000,4,3,2024,중개거래,서울 서대문구,72.618,5,900-5,N,24.07.04,41281,개인,토당동
5358,309동,DMC두산위브더퍼스트,2020,개인,,,58000,9,3,2024,중개거래,경기 고양시 덕양구,59.94,12,405,N,24.04.30,41281,개인,향동동
5359,607,소만마을(성원)6,1995,개인,,,31500,5,3,2024,중개거래,경기 고양시덕양구,49.77,3,785,N,24.04.29,41281,개인,행신동
5360,102,원당대림e-편한세상,2009,개인,,,45500,1,3,2024,중개거래,경기 고양시덕양구,59.892,2,869,N,24.05.17,41281,개인,성사동
5361,104,SK뷰1차,2005,개인,,,55300,7,3,2024,중개거래,경기 고양시덕양구,84.91,5,621,N,24.04.05,41281,개인,행신동
5362,216,달빛(라이프)2,1996,개인,,,28000,2,3,2024,중개거래,경기 고양시덕양구,49.95,12,851,N,24.05.03,41281,개인,화정동
5363,삼라마이다스빌,삼라마이다스빌,2001,개인,,,42900,5,3,2024,중개거래,경기 고양시덕양구,104.61,4,977-1,N,24.05.16,41281,개인,화정동
5364,111,원당대림e-편한세상,2009,개인,,,65000,1,3,2024,중개거래,경기 고양시덕양구,112.242,2,869,N,24.05.17,41281,개인,성사동
5365,202,도래울센트럴더포레,2014,개인,,,59800,1,3,2024,중개거래,경기 고양시덕양구,84.98,3,983,N,24.06.28,41281,개인,도내동
5366,205,샘터마을2,1996,개인,,,34800,2,3,2024,중개거래,경기 고양시덕양구,59.93,16,983,N,24.04.05,41281,개인,행신동
5367,515,은빛삼익주택(5),1995,개인,,,60000,2,3,2024,중개거래,경기 고양시덕양구,134.83,12,870,N,24.05.20,41281,개인,화정동
5368,105,푸른마을1단지,2008,개인,,,31250,4,3,2024,중개거래,경기 고양시덕양구,59.176,16,735,N,24.04.15,41281,개인,고양동
5369,205,신원당(태영2),1993,개인,,,30500,2,3,2024,중개거래,경기 고양시덕양구,59.04,5,723,N,24.04.26,41281,개인,성사동
5370,541,은빛마을(LG)5,1995,개인,,,68000,5,3,2024,중개거래,경기 고양시덕양구,164.94,9,870,N,24.06.28,41281,개인,화정동
5371,561,은빛(미도파)5,1995,개인,,,67000,3,3,2024,중개거래,경기 고양시덕양구,164.85,9,870,N,24.06.03,41281,개인,화정동
5372,302동,DMC호반베르디움더포레3단지,2019,개인,,,73500,1,3,2024,중개거래,경기 고양시덕양구,70.9637,11,557,N,24.04.05,41281,개인,향동동
5373,203동,DMC중흥S-클래스더센트럴,2020,개인,,,60000,6,3,2024,중개거래,경기 파주시,59.9234,17,501,N,24.04.03,41281,개인,향동동
5374,609,은빛마을6단지,1996,개인,,,82000,3,3,2024,중개거래,경기 고양시덕양구,132.81,20,936,N,24.06.03,41281,개인,화정동
5375,601,소만마을(성원)6,1995,개인,,,29000,2,3,2024,중개거래,경기 고양시덕양구,49.77,14,785,N,24.05.20,41281,개인,행신동
5376,202,도래울센트럴더포레,2014,개인,,,58500,1,3,2024,중개거래,경기 고양시덕양구,84.98,10,983,N,24.05.29,41281,개인,도내동
5377,503,소만마을(삼신),1994,개인,,,29500,5,3,2024,중개거래,경기 고양시덕양구,50.73,15,788,N,24.06.03,41281,개인,행신동
5378,,소만마을(성원)6,1995,개인,24.03.06,O,29000,2,3,2024,중개거래,경기 고양시 덕양구,49.77,14,785,N,,41281,개인,행신동
5379,212,달빛(라이프)2,1996,개인,,,26700,1,3,2024,중개거래,경기 고양시덕양구,49.95,13,851,N,24.04.26,41281,개인,화정동
5380,102,무원마을1단지,1995,개인,,,38700,5,3,2024,중개거래,경기 고양시덕양구,68.98,15,773,N,24.03.29,41281,개인,행신동
5381,546,은빛마을(LG)5,1995,개인,,,61000,2,3,2024,중개거래,경기 고양시덕양구,99.96,15,870,N,24.03.28,41281,개인,화정동
5382,304,행신3차SKVIEW,2009,개인,,,70800,1,3,2024,중개거래,경기 고양시덕양구,104.5787,12,650,N,24.05.16,41281,개인,행신동
5383,609,은빛마을6단지,1996,개인,,,84500,4,3,2024,중개거래,경기 고양시 덕양구,132.81,10,936,N,24.05.24,41281,개인,화정동
5384,532,은빛마을(삼성)5,1995,개인,,,59700,15,4,2024,중개거래,경기 하남시,99.9,4,870,N,24.05.20,41281,개인,화정동
5385,302,도래울센트럴더힐,2015,개인,,,60000,19,4,2024,중개거래,경기 고양시덕양구,84.93,12,1010,N,24.07.30,41281,개인,도내동
5386,204,달빛마을(부영)2,1996,개인,,,32500,6,4,2024,중개거래,경기 고양시덕양구,59.65,3,851,N,24.06.10,41281,개인,화정동
5387,502동,원흥호반베르디움더퍼스트5단지,2017,개인,,,70500,15,4,2024,중개거래,경기 고양시덕양구,69.4984,3,1006,N,24.07.03,41281,개인,도내동
5388,901,신원당(태영9),1993,개인,,,17900,30,4,2024,중개거래,경기 고양시덕양구,32.76,6,725,N,24.06.28,41281,개인,성사동
5389,,삼송원흥역센트럴푸르지오,2018,개인,,,73000,26,4,2024,중개거래,"경기 고양시덕양구, 서울 은평구",84.0409,4,630,N,,41281,개인,원흥동
5390,104,고양동우방유쉘아파트,2007,개인,,,35700,23,4,2024,중개거래,경기 고양시덕양구,84.93,19,454,N,24.06.27,41281,개인,고양동
5391,,삼성래미안,2009,개인,24.05.26,O,65250,26,4,2024,중개거래,경기 고양시덕양구,117.99,12,860,N,,41281,개인,성사동
5392,544,은빛마을(LG)5,1995,개인,,,55000,20,4,2024,중개거래,경기 고양시덕양구,134.94,1,870,N,24.07.19,41281,개인,화정동
5393,547,은빛마을(LG)5,1995,개인,,,70000,26,4,2024,중개거래,경기 고양시덕양구,164.94,19,870,N,24.06.28,41281,개인,화정동
5394,102,무원마을1단지,1995,개인,,,40000,30,4,2024,중개거래,경기 고양시덕양구,68.98,10,773,N,24.07.30,41281,개인,행신동
5395,102동,신원마을1단지우남퍼스트빌,2015,개인,,,59000,20,4,2024,중개거래,경기 고양시덕양구,74.6681,12,609,N,24.07.31,41281,개인,신원동
5396,205,도래울센트럴더포레,2014,개인,,,57000,28,4,2024,중개거래,경기 고양시덕양구,74.98,2,983,N,24.06.24,41281,개인,도내동
5397,706동,고양삼송동일스위트파크뷰7(1차),2017,개인,,,67000,27,4,2024,중개거래,경기 고양시덕양구,84.0785,22,595,N,24.07.15,41281,개인,신원동
5398,,달빛마을(부영)2,1996,개인,24.05.14,O,24300,22,4,2024,중개거래,경기 고양시덕양구,50,2,851,N,,41281,개인,화정동
5399,207,능곡현대홈타운2,2002,개인,,,48000,30,4,2024,중개거래,경기 고양시 덕양구,84.45,6,53-44,N,24.08.21,41281,개인,토당동
5400,219,달빛(라이프)2,1996,개인,,,26000,30,4,2024,중개거래,경기 고양시덕양구,49.95,7,851,N,24.06.04,41281,개인,화정동
5401,118,달빛마을(동부),1995,개인,,,52000,20,4,2024,중개거래,경기 고양시덕양구,84.9,9,858,N,24.07.15,41281,개인,화정동
5402,608,은빛마을6단지,1996,개인,,,85000,22,4,2024,중개거래,경기 고양시 덕양구,132.81,6,936,N,24.08.09,41281,개인,화정동
5403,101,한가람,2005,개인,,,30000,24,4,2024,직거래,,84.58,5,1054,N,24.05.23,41281,개인,행신동
5404,2017,햇빛마을주공20,1997,개인,,,29000,26,4,2024,중개거래,경기 고양시덕양구,59.93,6,934,N,24.05.28,41281,개인,행신동
5405,1403,옥빛마을14단지,1995,개인,,,30800,26,4,2024,중개거래,경기 고양시덕양구,60,19,1004,N,24.06.10,41281,개인,화정동
5406,1501,옥빛마을(풍산),1996,개인,,,27800,30,4,2024,중개거래,경기 고양시 덕양구,56.88,3,998,N,24.06.10,41281,개인,화정동
5407,916,별빛마을9단지(913동에서918동),1995,개인,,,44000,26,4,2024,중개거래,경기 고양시덕양구,84.93,1,948,N,24.05.28,41281,개인,화정동
5408,1402,옥빛마을14단지,1995,개인,,,27800,26,4,2024,중개거래,경기 고양시덕양구,50,14,1004,N,24.05.28,41281,개인,화정동
5409,108,고양동우방유쉘아파트,2007,개인,,,32500,23,4,2024,중개거래,경기 고양시덕양구,84.93,2,454,N,24.07.15,41281,개인,고양동
5410,303동,DMC두산위브더퍼스트,2020,개인,,,59500,16,4,2024,중개거래,경기 고양시덕양구,59.94,7,405,N,24.06.20,41281,개인,향동동
5411,605,삼송힐스테이트,2013,개인,,,57000,27,4,2024,중개거래,경기 고양시덕양구,74.13,4,653,N,24.06.20,41281,개인,신원동
5412,208,달빛마을(부영)2,1996,개인,,,23800,30,4,2024,중개거래,경기 고양시덕양구,50,15,851,N,24.06.12,41281,개인,화정동
5413,705동,고양삼송동일스위트파크뷰7(1차),2017,개인,,,57100,24,4,2024,중개거래,경기 고양시덕양구,76.0404,10,595,N,24.06.14,41281,개인,신원동
5414,312,도래울센트럴더힐,2015,개인,,,59800,30,4,2024,중개거래,경기 고양시덕양구,84.99,18,1010,N,24.07.05,41281,개인,도내동
5415,2007동,삼송2차아이파크,2015,개인,,,79000,13,4,2024,중개거래,경기 고양시덕양구,74.988,8,311,N,24.06.20,41281,개인,삼송동
5416,2011,햇빛마을주공20,1997,개인,,,32500,18,4,2024,중개거래,경기 고양시덕양구,59.97,17,934,N,24.07.05,41281,개인,행신동
5417,203동,DMC중흥S-클래스더센트럴,2020,개인,,,67000,16,4,2024,중개거래,경기 고양시덕양구,59.9482,27,501,N,24.06.24,41281,개인,향동동
5418,나,장미APT,1988,개인,,,33600,26,4,2024,중개거래,"경기 고양시덕양구, 경기 고양시일산동구",46.35,5,99-2,N,24.07.17,41281,개인,토당동
5419,916,별빛마을9단지(913동에서918동),1995,개인,,,47500,26,4,2024,중개거래,경기 고양시덕양구,84.93,3,948,N,24.05.28,41281,개인,화정동
5420,1404,옥빛마을14단지,1995,개인,,,27500,26,4,2024,중개거래,경기 고양시덕양구,50,4,1004,N,24.05.28,41281,개인,화정동
5421,610,무원마을(두산),1994,개인,,,52300,26,4,2024,중개거래,경기 고양시 덕양구,84.93,8,702,N,24.07.10,41281,개인,행신동
5422,703,소만마을(대명)7,1995,개인,,,28000,12,4,2024,직거래,,59.04,13,783,N,24.08.07,41281,개인,행신동
5423,,은빛마을(삼성)5,1995,개인,24.07.08,O,64500,27,4,2024,중개거래,경기 고양시덕양구,164.91,12,870,N,,41281,개인,화정동
5424,1606,옥빛마을(주공)16(그린나래),1996,개인,,,30500,20,4,2024,중개거래,경기 고양시덕양구,59.97,1,1141,N,24.07.24,41281,개인,화정동
5425,1601,옥빛마을(주공)16(그린나래),1996,개인,,,36000,22,4,2024,중개거래,경기 고양시덕양구,59.97,7,1141,N,24.06.24,41281,법인,화정동
5426,103,유승(126),2000,개인,,,38100,11,4,2024,중개거래,경기 고양시덕양구,115.11,19,126,N,24.07.11,41281,개인,관산동
5427,207동,DMC중흥S-클래스더센트럴,2020,개인,,,60000,11,4,2024,중개거래,경기 고양시 덕양구,59.8179,7,501,N,24.06.25,41281,개인,향동동
5428,,옥빛마을(주공)17(에듀뷰),1997,개인,,,51000,27,4,2024,중개거래,경기 고양시덕양구,84.79,10,1135,N,,41281,개인,화정동
5429,501동,원흥호반베르디움더퍼스트5단지,2017,개인,,,81000,23,4,2024,중개거래,경기 고양시덕양구,84.9552,10,1006,N,24.07.04,41281,개인,도내동
5430,303동,DMC호반베르디움더포레3단지,2019,개인,,,84500,20,4,2024,중개거래,경기 고양시덕양구,84.952,8,557,N,24.07.10,41281,개인,향동동
5431,2211,동산마을22단지호반베르디움,2012,개인,,,77900,19,4,2024,중개거래,경기 고양시덕양구,84.954,14,365,N,24.06.28,41281,개인,동산동
5432,2214,동산마을22단지호반베르디움,2012,개인,,,73500,19,4,2024,중개거래,경기 고양시덕양구,84.9397,24,365,N,24.06.13,41281,개인,동산동
5433,907,별빛마을9단지(907동에서912동),1995,개인,,,50000,19,4,2024,중개거래,경기 고양시덕양구,84.93,6,948,N,24.05.29,41281,개인,화정동
5434,107,SK뷰1차,2005,개인,,,61500,24,4,2024,중개거래,경기 고양시 덕양구,84.91,7,621,N,24.08.16,41281,개인,행신동
5435,904,별빛마을9단지(901동에서906동),1995,개인,,,40000,19,4,2024,중개거래,경기 고양시덕양구,70.2,3,948,N,24.05.29,41281,개인,화정동
5436,201동,DMC중흥S-클래스더센트럴,2020,개인,,,65000,14,4,2024,중개거래,경기 고양시덕양구,59.9482,12,501,N,24.05.17,41281,개인,향동동
5437,1504,옥빛마을(주공)15,1997,개인,,,30500,19,4,2024,중개거래,경기 고양시덕양구,59.56,12,1127,N,24.05.29,41281,개인,화정동
5438,2102,동산마을호반베르디움,2012,개인,,,65700,27,4,2024,중개거래,경기 고양시덕양구,84.9397,21,344,N,24.07.04,41281,개인,동산동
5439,103동,삼송원흥역센트럴푸르지오,2018,개인,,,70000,17,4,2024,중개거래,경기 고양시덕양구,72.9078,30,630,N,24.05.30,41281,개인,원흥동
5440,906,별빛마을9단지(901동에서906동),1995,개인,,,48000,19,4,2024,중개거래,경기 고양시 덕양구,84.93,1,948,N,24.08.14,41281,개인,화정동
5441,502,무원마을(쌍용)5,1995,개인,,,80500,17,4,2024,중개거래,경기 고양시 덕양구,134.07,6,767,N,24.08.20,41281,개인,행신동
5442,,소만마을9단지,1995,개인,,,27300,20,4,2024,중개거래,"경기 고양시덕양구, 서울 은평구",43.76,12,793,N,,41281,개인,행신동
5443,,원흥호반베르디움더퍼스트5단지,2017,개인,,,78000,30,4,2024,중개거래,경기 고양시덕양구,84.9491,24,1006,N,,41281,개인,도내동
5444,803,신원마을고양삼송아이파크,2012,개인,,,64300,20,4,2024,중개거래,경기 고양시 덕양구,100.34,5,113,N,24.08.22,41281,개인,신원동
5445,,삼송2차아이파크,2015,개인,24.05.22,O,79500,27,4,2024,중개거래,경기 고양시덕양구,74.988,21,311,N,,41281,개인,삼송동
5446,104동,지축역중흥S-클래스북한산파크뷰,2020,개인,,,80000,20,4,2024,중개거래,경기 고양시 덕양구,84.9664,26,915,N,24.06.14,41281,개인,지축동
5447,707동,고양삼송동일스위트파크뷰7(1차),2017,개인,,,63500,14,4,2024,중개거래,경기 고양시덕양구,84.0785,5,595,N,24.07.25,41281,개인,신원동
5448,606,삼송힐스테이트,2013,개인,,,58700,23,4,2024,중개거래,경기 고양시덕양구,74.13,11,653,N,24.06.21,41281,개인,신원동
5449,701동,고양삼송동일스위트파크뷰7(1차),2017,개인,,,58000,11,4,2024,중개거래,경기 고양시덕양구,66.0346,20,595,N,24.07.25,41281,개인,신원동
5450,208동,DMC중흥S-클래스더센트럴,2020,개인,,,67700,13,4,2024,중개거래,경기 고양시 덕양구,59.9234,8,501,N,24.07.26,41281,개인,향동동
5451,303,달빛마을3단지,1995,개인,,,47500,30,4,2024,중개거래,경기 고양시덕양구,84.87,17,865,N,24.06.13,41281,개인,화정동
5452,1601,옥빛마을(주공)16(그린나래),1996,개인,,,35800,16,4,2024,중개거래,경기 고양시덕양구,59.97,12,1141,N,24.06.21,41281,개인,화정동
5453,224,샘터마을2,1996,개인,,,23800,22,4,2024,중개거래,경기 고양시덕양구,39.99,11,983,N,24.05.13,41281,개인,행신동
5454,1604,옥빛마을(주공)16(그린나래),1996,개인,,,33800,14,4,2024,중개거래,경기 고양시덕양구,59.97,13,1141,N,24.07.19,41281,개인,화정동
5455,2213,동산마을22단지호반베르디움,2012,개인,,,73400,27,4,2024,중개거래,경기 고양시덕양구,84.954,7,365,N,24.07.12,41281,개인,동산동
5456,,고양삼송동일스위트파크뷰7(1차),2017,개인,24.05.09,O,57100,24,4,2024,중개거래,경기 고양시덕양구,76.0404,10,595,N,,41281,개인,신원동
5457,523,은빛삼익건설(5),1995,개인,,,60000,17,4,2024,중개거래,경기 고양시덕양구,134.97,8,870,N,24.07.05,41281,개인,화정동
5458,104동,지축역센트럴푸르지오,2019,개인,,,100000,12,4,2024,중개거래,경기 고양시 덕양구,84.9621,15,904,N,24.05.30,41281,개인,지축동
5459,503동,원흥호반베르디움더퍼스트5단지,2017,개인,,,76000,20,4,2024,중개거래,경기 고양시덕양구,84.9491,5,1006,N,24.06.04,41281,개인,도내동
5460,1704,옥빛마을(주공)17(에듀뷰),1997,개인,,,51400,14,4,2024,중개거래,경기 고양시덕양구,84.79,13,1135,N,24.07.19,41281,개인,화정동
5461,301,행신3차SKVIEW,2009,개인,,,74500,21,4,2024,중개거래,경기 고양시덕양구,122.7483,19,650,N,24.06.27,41281,개인,행신동
5462,2315,햇빛주공23,1996,개인,,,36250,16,4,2024,중개거래,경기 고양시덕양구,59.56,5,953,N,24.06.26,41281,개인,행신동
5463,205,달빛마을(부영)2,1996,개인,,,33000,16,4,2024,중개거래,경기 고양시덕양구,59.65,15,851,N,24.07.16,41281,개인,화정동
5464,106,샘터마을(동신),1997,개인,,,66000,9,4,2024,중개거래,경기 고양시덕양구,134.88,18,973,N,24.07.09,41281,개인,행신동
5465,702동,고양삼송동일스위트파크뷰7(1차),2017,개인,,,59700,26,4,2024,중개거래,경기 고양시덕양구,76.0404,7,595,N,24.07.03,41281,개인,신원동
5466,209,달빛마을(부영)2,1996,개인,,,25600,12,4,2024,중개거래,"경기 고양시덕양구, 서울 은평구",50,2,851,N,24.07.18,41281,개인,화정동
5467,215,달빛(라이프)2,1996,개인,,,24500,5,4,2024,중개거래,경기 고양시덕양구,49.95,4,851,N,24.06.21,41281,개인,화정동
5468,1705,옥빛마을(주공)17(에듀뷰),1997,개인,,,50800,19,4,2024,중개거래,경기 고양시덕양구,84.79,15,1135,N,24.05.29,41281,개인,화정동
5469,201,신원당(태영2),1993,개인,,,29800,26,4,2024,중개거래,경기 고양시덕양구,59.04,14,723,N,24.05.07,41281,개인,성사동
5470,103,벽산,1999,개인,,,31500,28,4,2024,중개거래,경기 고양시덕양구,84.75,2,350-1,N,24.06.24,41281,개인,주교동
5471,5,새서울,1983,개인,,,23000,24,4,2024,중개거래,경기 고양시덕양구,56.7,4,178-57,N,24.05.02,41281,개인,관산동
5472,,동산마을22단지호반베르디움,2012,개인,24.05.07,O,73500,19,4,2024,중개거래,경기 고양시덕양구,84.9397,24,365,N,,41281,개인,동산동
5473,108,샘터마을(동신),1997,개인,,,72700,17,4,2024,중개거래,경기 고양시 덕양구,134.88,16,973,N,24.07.19,41281,개인,행신동
5474,2403,햇빛마을,1997,개인,,,60500,24,4,2024,중개거래,경기 고양시덕양구,99.78,10,958,N,24.06.14,41281,개인,행신동
5475,101동,지축역중흥S-클래스북한산파크뷰,2020,개인,,,84500,7,4,2024,중개거래,경기 고양시 덕양구,84.9664,23,915,N,24.06.25,41281,개인,지축동
5476,1605,옥빛마을(주공)16(그린나래),1996,개인,,,31000,22,4,2024,중개거래,경기 고양시덕양구,59.97,20,1141,N,24.06.04,41281,개인,화정동
5477,117,원당대림e-편한세상,2009,개인,,,70000,26,4,2024,중개거래,경기 고양시덕양구,141.556,23,869,N,24.06.05,41281,개인,성사동
5478,1603,옥빛마을(주공)16(그린나래),1996,개인,,,30000,22,4,2024,중개거래,경기 고양시덕양구,59.97,7,1141,N,24.06.04,41281,개인,화정동
5479,204,도래울센트럴더포레,2014,개인,,,59500,24,4,2024,중개거래,경기 고양시덕양구,74.98,21,983,N,24.07.10,41281,개인,도내동
5480,215,달빛(라이프)2,1996,개인,,,24100,8,4,2024,중개거래,경기 고양시덕양구,49.95,3,851,N,24.06.27,41281,개인,화정동
5481,305,푸른마을3단지,2004,개인,,,29500,26,4,2024,중개거래,경기 고양시덕양구,84.94,16,719,N,24.05.20,41281,개인,고양동
5482,1402,옥빛마을14단지,1995,개인,,,29800,30,4,2024,중개거래,경기 고양시덕양구,50,5,1004,N,24.07.05,41281,개인,화정동
5483,509,무원마을(쌍용)5,1995,개인,,,60000,21,4,2024,중개거래,경기 고양시 덕양구,101.88,2,767,N,24.08.20,41281,개인,행신동
5484,204,달빛마을(부영)2,1996,개인,,,24300,22,4,2024,중개거래,경기 고양시덕양구,50,2,851,N,24.07.02,41281,개인,화정동
5485,116,원당대림e-편한세상,2009,개인,,,57500,11,4,2024,중개거래,경기 고양시덕양구,84.656,21,869,N,24.06.19,41281,개인,성사동
5486,405동,DMC호반베르디움더포레4단지,2019,개인,,,80500,16,4,2024,중개거래,경기 고양시 덕양구,84.8984,5,552,N,24.07.09,41281,개인,향동동
5487,202동,DMC호반베르디움더포레2단지,2019,개인,,,77000,15,4,2024,중개거래,경기 고양시덕양구,84.9313,3,571,N,24.05.13,41281,개인,향동동
5488,101동,삼송역현대헤리엇,2020,개인,,,63000,10,4,2024,중개거래,경기 고양시덕양구,59.95,20,293,N,24.06.03,41281,개인,삼송동
5489,204,달빛마을(부영)2,1996,개인,,,33000,24,4,2024,중개거래,경기 고양시덕양구,59.65,4,851,N,24.07.04,41281,개인,화정동
