,aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
9611,,일산풍동에이스,1998,,,,22900,30,10,2023,중개거래,경기 고양일산동구,59.71,3,385-1,N,23.12.15,41285,,풍동
9612,112,중산마을1단지(두산),1995,,,,16700,17,10,2023,중개거래,경기 고양일산동구,37.35,11,1555,N,24.01.04,41285,,중산동
9613,,산들마을2(대림),2002,,23.12.04,O,42500,17,10,2023,중개거래,경기 고양일산동구,84.94,7,1651,N,,41285,,중산동
9614,1106,중산마을11(현대),1995,,,,30000,14,10,2023,중개거래,경기 고양일산동구,84.36,5,1575-4,N,24.01.15,41285,,중산동
9615,,백송마을(대림),1993,,23.11.30,O,37500,26,10,2023,중개거래,경기 고양일산동구 경기 고양일산서구,58.74,5,1186,N,,41285,,백석동
9616,204,호수마을(현대),1994,,,,54000,18,10,2023,중개거래,경기 고양시일산동구,70.14,7,881,N,24.02.29,41285,,장항동
9617,204,사리현동문디이스트2단지,2004,,,,28000,30,10,2023,중개거래,경기 고양일산동구,84.6186,14,187,N,23.12.29,41285,,사리현동
9618,,중산마을11(현대),1995,,23.12.07,O,37000,27,10,2023,중개거래,경기 고양일산동구,84.36,11,1575-4,N,,41285,,중산동
9619,1103,중산마을11(현대),1995,,,,32000,15,10,2023,중개거래,경기 고양일산동구,84.36,3,1575-4,N,23.12.22,41285,,중산동
9620,1003,중산마을10(동신),1995,,,,34800,16,10,2023,중개거래,경기 고양일산동구,84.9,3,1566,N,23.12.20,41285,,중산동
9621,509,중산마을5(건영),1995,,,,23500,13,10,2023,중개거래,경기 고양일산동구,59.945,4,1575,N,23.12.20,41285,,중산동
9622,110,중산마을1단지(두산),1995,,,,15800,30,10,2023,중개거래,경기 고양일산동구,37.35,11,1555,N,23.11.02,41285,,중산동
9623,805,중산마을8(대우),1995,,,,42500,18,10,2023,중개거래,경기 고양일산동구,134.97,11,1574,N,23.12.27,41285,,중산동
9624,305,흰돌마을(국제),1994,,,,42000,27,10,2023,중개거래,경기 고양일산동구,69.09,2,1349,N,23.12.15,41285,,백석동
9625,,백마마을(벽산),1994,,24.03.05,O,41700,9,10,2023,중개거래,경기 고양시일산동구,59.925,4,719,N,,41285,,마두동
9626,105,은행마을1(동문),2002,,,,32000,14,10,2023,중개거래,경기 고양일산동구,59.9716,16,174,N,23.12.29,41285,,풍동
9627,203,중산마을2(코오롱),1995,,,,25300,11,10,2023,중개거래,경기 고양일산동구,59.93,4,1556,N,23.12.14,41285,,중산동
9628,714,강촌마을(선경),1993,,,,85000,22,10,2023,중개거래,경기 고양일산동구,134.685,19,796,N,24.01.30,41285,,마두동
9629,306,SKVIEW,2003,,,,51000,11,10,2023,중개거래,경기 고양일산동구,121.5279,9,1474,N,23.12.27,41285,,식사동
9630,106,중산마을1단지(두산),1995,,,,24700,27,10,2023,중개거래,경기 고양일산동구,59.97,3,1555,N,23.12.15,41285,,중산동
9631,903,중산마을9단지두산한성,1996,,,,40000,17,10,2023,중개거래,경기 고양시 일산동구,134.06,2,1566-2,N,24.03.15,41285,,중산동
9632,203,흰돌마을(청구),1995,,,,41500,30,10,2023,중개거래,경기 고양일산동구 경기 고양일산서구,69.63,26,1351,N,23.12.15,41285,,백석동
9633,206,은행마을2(동문),2002,,,,33000,7,10,2023,중개거래,경기 고양일산동구,84.3316,2,910,N,23.11.03,41285,,식사동
9634,601,백송마을(대우),1994,,,,51000,21,10,2023,중개거래,경기 고양일산동구,84.768,7,1135,N,23.12.20,41285,,백석동
9635,520,중산마을5(동부),1995,,,,27400,23,10,2023,중개거래,경기 고양일산동구,59.93,1,1575,N,23.12.18,41285,,중산동
9636,202,하늘마을2단지,2007,,,,42500,13,10,2023,중개거래,경기 고양시일산동구,75.61,10,1700,N,24.02.05,41285,,중산동
9637,107동,일산센트럴아이파크,2018,,,,63500,23,10,2023,중개거래,경기 고양일산동구,84.9854,24,1841,N,23.12.19,41285,,중산동
9638,305,동문3단지,2005,,,,30000,23,10,2023,중개거래,경기 고양일산동구,84.6186,12,189,N,23.10.31,41285,,사리현동
9639,407,위시티일산자이4단지,2010,,,,92000,24,10,2023,중개거래,경기 고양일산동구,162.7081,9,1504,N,23.12.20,41285,,식사동
9640,212,위시티일산자이2단지,2010,,,,72000,25,10,2023,중개거래,경기 고양시일산동구,130.0652,18,1498,N,24.02.26,41285,,식사동
9641,310,백마마을(한양),1995,,,,58800,6,10,2023,중개거래,경기 고양일산동구,84.945,13,732,N,23.12.04,41285,,마두동
9642,103동,일산센트럴아이파크,2018,,,,64500,12,10,2023,중개거래,경기 고양일산동구,84.9742,12,1841,N,23.11.21,41285,,중산동
9643,201,성원2차,1998,,,,26000,24,10,2023,중개거래,경기 고양일산동구,59.76,5,551-34,N,23.11.27,41285,,풍동
9644,103동,일산요진와이시티,2016,,,,100500,19,10,2023,중개거래,경기 고양일산동구,84.31,25,1237,N,23.12.15,41285,,백석동
9645,101,백마역중앙하이츠빌,2001,,,,43000,11,10,2023,중개거래,경기 고양시일산동구,84.6872,15,417-2,N,24.02.20,41285,,풍동
9646,503,강촌마을(라이프),1992,,,,64700,14,10,2023,중개거래,경기 고양시일산동구,84.93,9,789,N,24.03.27,41285,,마두동
9647,504,위시티블루밍5단지,2010,,,,57000,16,10,2023,직거래,,123.23,5,1565,N,23.10.30,41285,,식사동
9648,304,위시티블루밍3단지,2010,,,,59000,17,10,2023,중개거래,경기 고양일산동구,101.9,29,1510,N,23.10.30,41285,,식사동
9649,405,위시티일산자이4단지,2010,,,,94000,15,10,2023,중개거래,경기 고양시일산동구,162.7081,29,1504,N,24.02.15,41285,,식사동
9650,806,백송마을(선경),1994,,,,41000,19,10,2023,중개거래,경기 고양일산동구,71.37,15,1139,N,23.12.28,41285,,백석동
9651,111동,일산센트럴아이파크,2018,,,,63800,9,10,2023,중개거래,경기 고양일산동구,84.9854,19,1841,N,23.11.30,41285,,중산동
9652,107,성원1차,1998,,,,50000,9,10,2023,중개거래,경기 고양일산동구,134.91,21,532-35,N,23.11.30,41285,,풍동
9653,801,숲속마을8단지,2006,,,,31500,12,10,2023,중개거래,경기 고양일산동구,51.93,15,1258,N,23.12.08,41285,,풍동
9654,507,강촌마을(라이프),1992,,,,63000,12,10,2023,중개거래,경기 고양일산동구,84.93,6,789,N,23.11.30,41285,,마두동
9655,403,백마마을(한양4),1994,,,,78000,8,10,2023,중개거래,경기 고양시일산동구,134.96,7,734,N,24.02.29,41285,,마두동
9656,306,백송마을(한신),1992,,,,21900,14,10,2023,중개거래,경기 고양일산동구,39.935,5,1183,N,23.11.30,41285,,백석동
9657,601,강촌마을(한양6),1998,,,,20500,12,10,2023,중개거래,경기 고양시일산동구,35.1,14,806,N,24.02.28,41285,,마두동
9658,112,백마마을(삼성),1993,,,,92500,13,10,2023,중개거래,경기 고양덕양구 경기 고양일산동구,133.47,10,755,N,23.12.28,41285,,마두동
9659,308,백마마을(한양),1995,,,,24500,15,10,2023,중개거래,경기 고양일산동구,41.13,7,732,N,23.11.10,41285,,마두동
9660,204,백마마을(극동),1992,,,,77000,16,10,2023,중개거래,경기 고양일산동구,114.81,10,739,N,23.12.22,41285,,마두동
9661,505,숲속마을5단지(I-PARK),2006,,,,64500,17,10,2023,중개거래,경기 고양일산동구,125.03,5,1267,N,24.02.05,41285,,풍동
9662,,킨텍스원시티3블럭,2019,,24.07.23,O,129000,7,10,2023,중개거래,경기 고양시일산동구,84.5043,28,1762,N,,41285,,장항동
9663,508,위시티블루밍5단지,2010,,,,70000,14,10,2023,중개거래,경기 고양일산동구,123.08,5,1565,N,24.01.05,41285,,식사동
9664,903,백송마을(두산),1994,,,,37000,4,10,2023,중개거래,경기 고양일산동구,71.28,2,1140,N,23.12.08,41285,,백석동
9665,607,백마마을(벽산),1994,,,,73000,8,10,2023,중개거래,경기 고양시일산동구,101.88,10,719,N,24.02.15,41285,,마두동
9666,904,백송마을(두산),1994,,,,49000,13,10,2023,중개거래,경기 고양일산동구,84.93,5,1140,N,23.11.27,41285,,백석동
9667,206,숲속마을2단지,2006,,,,48000,18,10,2023,중개거래,경기 고양일산동구 경기 고양일산서구,84.79,12,1286,N,23.12.08,41285,,풍동
9668,214,위시티일산자이2단지,2010,,,,69000,18,10,2023,중개거래,경기 고양일산동구,115.6564,18,1498,N,24.01.18,41285,,식사동
9669,101동,일산요진와이시티,2016,,,,105000,15,10,2023,중개거래,경기 고양일산동구,84.31,39,1237,N,23.12.26,41285,,백석동
9670,101,위시티일산자이주상복합,2010,,,,59500,19,10,2023,중개거래,경기 고양일산동구,141.9,20,1529,N,23.10.20,41285,,식사동
9671,108,위시티일산자이1단지,2010,,,,71000,19,10,2023,중개거래,경기 고양일산동구,137.1394,19,1487,N,23.11.30,41285,,식사동
9672,606,중산마을6(태영),1995,,,,18000,13,10,2023,중개거래,경기 고양일산동구,57.42,1,1573,N,23.11.30,41285,,중산동
9673,202,백송마을(대림),1993,,,,22900,3,10,2023,중개거래,경기 고양일산동구,48.91,5,1186,N,23.11.17,41285,,백석동
9674,212,위시티일산자이2단지,2010,,,,65000,16,10,2023,중개거래,경기 고양일산동구,123.2561,22,1498,N,23.12.19,41285,,식사동
9675,,일산풍동에이스,1998,,,,36000,11,10,2023,중개거래,경기 고양일산동구,84.87,7,385-1,N,24.01.11,41285,,풍동
9676,807,중산마을8(대우),1995,,,,38000,10,10,2023,중개거래,경기 고양일산동구,99.69,5,1574,N,23.10.27,41285,,중산동
9677,517,중산마을5(동부),1995,,,,23500,7,10,2023,중개거래,경기 고양일산동구,59.93,1,1575,N,23.11.13,41285,,중산동
9678,1105,중산마을11(현대),1995,,,,31400,16,10,2023,중개거래,경기 고양일산동구,74.52,11,1575-4,N,23.10.27,41285,,중산동
9679,102동,일산요진와이시티,2016,,,,96500,4,10,2023,중개거래,경기 고양일산동구,84.49,33,1237,N,23.12.11,41285,,백석동
9680,316,호수마을(유원),1994,,,,74500,11,10,2023,중개거래,경기 고양일산동구,132.33,8,877,N,24.01.05,41285,,장항동
9681,,일산풍동에이스,1998,,,,23000,4,10,2023,중개거래,경기 고양일산동구 서울 강서구,59.71,13,385-1,N,23.11.15,41285,,풍동
9682,601,숲속마을(6단지두산위브),2006,,,,73000,2,10,2023,중개거래,경기 고양일산동구,133.703,19,1268,N,24.01.19,41285,,풍동
9683,201,중산마을2(코오롱),1995,,,,21000,7,10,2023,중개거래,경기 고양일산동구,49.77,10,1556,N,23.10.18,41285,,중산동
9684,208,숲속마을2단지,2006,,,,30000,11,10,2023,직거래,,75.82,13,1286,N,23.10.17,41285,,풍동
9685,602,강촌마을(한양6),1998,,,,21000,6,10,2023,중개거래,경기 고양일산동구,35.1,5,806,N,23.12.22,41285,,마두동
9686,805,백송마을(선경),1994,,,,29900,9,10,2023,중개거래,경기 고양일산동구,51.03,6,1139,N,23.11.03,41285,,백석동
9687,504,백마마을(한성),1994,,,,48000,14,10,2023,직거래,,70.43,13,717,N,24.01.17,41285,,마두동
9688,501,일산풍동5차성원상떼빌,2003,,,,41500,13,10,2023,중개거래,경기 고양일산동구,84.94,9,1222,N,23.12.15,41285,,풍동
9689,801,숲속마을8단지,2006,,,,29100,1,10,2023,중개거래,경기 고양일산동구,51.93,2,1258,N,23.12.18,41285,,풍동
9690,810,중산마을8(삼성),1995,,,,43000,7,10,2023,중개거래,경기 고양일산동구,134.97,4,1574,N,23.12.20,41285,,중산동
9691,304,흰돌마을(국제),1994,,,,64500,7,10,2023,중개거래,경기 고양일산동구,84.69,12,1349,N,23.12.08,41285,,백석동
9692,C,현대그린,1989,,,,7400,16,10,2023,중개거래,경기 고양일산동구,38.52,5,466-1,N,23.10.17,41285,,사리현동
9693,813,강촌마을(우방),1993,,,,62000,11,10,2023,중개거래,경기 고양일산동구,84.94,1,794,N,23.11.20,41285,,마두동
9694,511,하늘마을 5단지,2007,,,,45500,4,10,2023,중개거래,경기 고양일산동구,75.94,5,1800,N,24.01.08,41285,,중산동
9695,815,강촌마을(우방),1993,,,,65000,3,10,2023,중개거래,경기 고양일산동구,84.94,5,794,N,23.11.20,41285,,마두동
9696,702,강촌마을(선경),1993,,,,73000,10,10,2023,중개거래,경기 고양일산동구,101.76,9,796,N,23.12.29,41285,,마두동
9697,702,백송마을(임광),1994,,,,30500,8,10,2023,중개거래,경기 고양일산동구,59.34,9,1136,N,23.11.29,41285,,백석동
9698,301,위시티블루밍3단지,2010,,,,63500,11,10,2023,중개거래,경기 고양일산동구,123.08,10,1510,N,23.12.21,41285,,식사동
9699,202,흰돌마을(청구),1995,,,,34900,5,10,2023,중개거래,경기 고양일산동구,59.36,3,1351,N,23.12.29,41285,,백석동
9700,301,위시티블루밍3단지,2010,,,,64000,10,10,2023,중개거래,경기 고양시일산동구,122.83,11,1510,N,24.02.16,41285,,식사동
9701,507,위시티블루밍5단지,2010,,,,86000,11,10,2023,중개거래,경기 고양일산동구,154.74,29,1565,N,23.11.30,41285,,식사동
9702,601,중산마을6(태영),1995,,,,29000,5,10,2023,중개거래,경기 고양일산동구,72.36,9,1573,N,23.12.08,41285,,중산동
9703,303,중산마을3단지(일신),1995,,,,24000,9,10,2023,중개거래,경기 고양일산동구,59.845,5,1554-2,N,23.11.17,41285,,중산동
9704,301,중산마을3단지(일신),1995,,,,25000,7,10,2023,중개거래,경기 고양일산동구,59.845,8,1554-2,N,23.11.21,41285,,중산동
9705,1008,중산마을10(경남),1995,,,,33000,7,10,2023,중개거래,경기 고양일산동구,84.9,11,1566,N,23.11.16,41285,,중산동
9706,607,센트럴더포레(하늘마을6단지휴먼시아),2010,,,,51000,4,10,2023,중개거래,경기 고양일산동구,135.06,10,1717,N,23.10.20,41285,,중산동
9707,101,위시티일산자이1단지,2010,,,,57500,5,10,2023,중개거래,경기 고양시일산동구,84.7861,11,1487,N,24.02.22,41285,,식사동
9708,110,위시티일산자이1단지,2010,,,,73000,4,10,2023,중개거래,경기 고양일산동구,134.8911,18,1487,N,23.11.09,41285,,식사동
9709,605,백송마을(벽산),1994,,,,29500,2,10,2023,중개거래,경기 고양일산동구,58.626,9,1135,N,23.12.21,41285,,백석동
9710,204,백송마을(대림),1993,,,,26500,3,10,2023,중개거래,경기 고양일산동구,48.91,3,1186,N,23.11.09,41285,,백석동
9711,509,흰돌마을(서안),1994,,,,43000,6,10,2023,중개거래,경기 고양일산동구,59.91,10,1344,N,23.12.07,41285,,백석동
9712,108,백마마을(삼성),1993,,,,91500,27,11,2023,중개거래,경기 고양시 일산동구,133.47,7,755,N,24.02.28,41285,,마두동
9713,901,숲속마을9단지(성원),2006,,,,54000,21,11,2023,중개거래,경기 고양시일산동구,100.55,8,1252,N,24.02.07,41285,,풍동
9714,303,숲속마을3단지(요진더포레스트),2006,,,,38500,27,11,2023,중개거래,경기 고양일산동구,84.51,4,1283,N,23.12.27,41285,,풍동
9715,,킨텍스원시티3블럭,2019,,24.03.20,O,126000,28,11,2023,중개거래,경기 고양시일산동구,84.5043,37,1762,N,,41285,,장항동
9716,602,강촌마을(한양6),1998,,,,21000,20,11,2023,중개거래,경기 고양일산동구,35.1,16,806,N,24.01.19,41285,,마두동
9717,1004,중산마을10(동신),1995,,,,28000,25,11,2023,중개거래,경기 고양시일산동구,73.98,3,1566,N,24.06.07,41285,,중산동
9718,812,강촌마을(우방),1993,,,,65700,28,11,2023,중개거래,경기 고양일산동구 경기 고양일산서구,84.94,4,794,N,24.01.12,41285,,마두동
9719,901,숲속마을9단지(성원),2006,,,,54000,21,11,2023,중개거래,경기 고양시 일산동구,100.55,8,1252,N,24.02.07,41285,,풍동
9720,115,강촌마을(동아),1992,,,,77500,23,11,2023,중개거래,경기 고양일산동구,154.02,17,757,N,23.12.18,41285,,마두동
9721,113,강촌마을(동아),1992,,,,86000,24,11,2023,중개거래,경기 고양시일산동구,154.02,13,757,N,24.03.12,41285,,마두동
9722,202,백송마을(대림),1993,,,,24700,30,11,2023,중개거래,경기 고양일산동구,48.91,3,1186,N,24.01.30,41285,,백석동
9723,519,중산마을5(동부),1995,,,,23000,22,11,2023,중개거래,경기 고양일산동구,60,5,1575,N,23.12.14,41285,,중산동
9724,106,백마마을(삼성),1993,,,,82500,17,11,2023,중개거래,경기 고양시일산동구,101.91,9,755,N,24.03.04,41285,,마두동
9725,,위시티블루밍5단지,2010,,24.05.14,O,80500,28,11,2023,중개거래,경기 고양시일산동구,154.74,7,1565,N,,41285,,식사동
9726,,백마마을(삼성),1993,,24.02.05,O,91500,17,11,2023,중개거래,경기 고양일산동구,133.47,7,755,N,,41285,,마두동
9727,208,산들마을2(대림),2002,,,,57000,27,11,2023,중개거래,"경기 고양시일산동구, 경기 고양시일산서구",134.926,21,1651,N,24.03.05,41285,,중산동
9728,202,중산마을2(코오롱),1995,,,,22500,20,11,2023,중개거래,경기 고양일산동구,59.93,2,1556,N,23.12.29,41285,,중산동
9729,904,숲속마을9단지(성원),2006,,,,61000,15,11,2023,중개거래,경기 고양시일산동구,146.97,16,1252,N,24.02.29,41285,,풍동
9730,,현대그린,1989,,,,6800,13,11,2023,중개거래,경기 고양일산동구,38.52,5,466-1,N,,41285,,사리현동
9731,207,산들마을2(대림),2002,,,,42500,15,11,2023,중개거래,경기 고양일산동구,84.94,7,1651,N,23.12.21,41285,,중산동
9732,801,숲속마을8단지,2006,,,,29000,18,11,2023,중개거래,경기 고양시일산동구,51.93,19,1258,N,24.02.16,41285,,풍동
9733,502,호수마을(청구),1994,,,,39800,13,11,2023,중개거래,경기 고양일산동구,49.965,5,883,N,24.01.29,41285,,장항동
9734,501,백마마을(한성),1994,,,,45000,27,11,2023,중개거래,경기 고양시일산동구,70.43,17,717,N,24.02.14,41285,,마두동
9735,112,중산마을1단지(두산),1995,,,,15200,15,11,2023,중개거래,경기 고양일산동구,37.35,6,1555,N,23.12.06,41285,,중산동
9736,601,강촌마을(한양6),1998,,,,20000,28,11,2023,중개거래,경기 고양일산동구,35.1,4,806,N,23.12.20,41285,,마두동
9737,,킨텍스원시티2블럭,2019,,24.06.03,O,131000,7,11,2023,중개거래,경기 고양시일산동구,84.5043,30,1761,N,,41285,,장항동
9738,204,중산마을2(코오롱),1995,,,,21500,6,11,2023,중개거래,경기 고양일산동구,59.93,1,1556,N,24.01.16,41285,,중산동
9739,603,백마마을(벽산),1994,,,,53000,29,11,2023,중개거래,경기 고양일산동구,84.9,6,719,N,24.01.05,41285,,마두동
9740,,중산마을10(동신),1995,,24.02.22,O,34800,18,11,2023,중개거래,경기 고양시일산동구,84.9,6,1566,N,,41285,,중산동
9741,206,은행마을2(동문),2002,,,,34500,29,11,2023,중개거래,경기 고양시일산동구,84.3316,3,910,N,24.02.20,41285,,식사동
9742,102,호수마을(대우),1996,,,,41000,17,11,2023,중개거래,경기 고양일산동구,70.89,5,902,N,24.02.02,41285,,장항동
9743,402,위시티일산자이4단지,2010,,,,87000,29,11,2023,중개거래,경기 고양일산동구,162.7081,3,1504,N,24.01.26,41285,,식사동
9744,301,위시티블루밍3단지,2010,,,,63500,25,11,2023,중개거래,경기 고양덕양구 경기 고양일산동구,122.83,23,1510,N,24.01.17,41285,,식사동
9745,508,하늘마을 5단지,2007,,,,44000,16,11,2023,중개거래,경기 고양일산동구,84.67,4,1800,N,24.01.15,41285,,중산동
9746,302,강촌마을(진흥),1992,,,,70000,13,11,2023,중개거래,경기 고양일산동구,101.88,6,787,N,24.01.15,41285,,마두동
9747,804,숲속마을8단지,2006,,,,33400,25,11,2023,중개거래,경기 고양시일산동구,59.72,17,1258,N,24.03.11,41285,,풍동
9748,,위시티일산자이2단지,2010,,24.01.02,O,69300,29,11,2023,중개거래,경기 고양일산동구,130.0652,11,1498,N,,41285,,식사동
9749,210,백송마을(대림),1993,,,,38400,24,11,2023,중개거래,경기 고양일산동구,58.74,6,1186,N,23.12.20,41285,,백석동
9750,107동,일산센트럴아이파크,2018,,,,65000,15,11,2023,중개거래,경기 고양시일산동구,84.9742,23,1841,N,24.04.25,41285,,중산동
9751,514,중산마을5(동부),1995,,,,25500,17,11,2023,중개거래,경기 고양덕양구 경기 고양일산동구,60,2,1575,N,24.01.10,41285,,중산동
9752,210,중산마을2(코오롱),1995,,,,22300,13,11,2023,중개거래,경기 고양일산동구,49.98,11,1556,N,23.12.22,41285,,중산동
9753,302,중산마을3단지(일신),1995,,,,24000,10,11,2023,중개거래,경기 고양일산동구,59.845,5,1554-2,N,23.12.19,41285,,중산동
9754,104,청원네이처빌,2004,,,,27000,11,11,2023,중개거래,경기 고양일산동구,79.86,10,1077,N,23.12.13,41285,,성석동
9755,204,사리현동문디이스트2단지,2004,,,,30000,13,11,2023,중개거래,경기 고양일산동구,84.6186,11,187,N,24.01.12,41285,,사리현동
9756,606,중산마을6(태영),1995,,,,20000,27,11,2023,중개거래,경기 고양일산동구,57.42,3,1573,N,23.11.30,41285,,중산동
9757,505,일산풍동5차성원상떼빌,2003,,,,39200,16,11,2023,중개거래,경기 고양일산동구,84.94,12,1222,N,23.11.30,41285,,풍동
9758,110,강촌마을(동아),1992,,,,71500,14,11,2023,중개거래,경기 고양일산동구,84.96,8,757,N,24.01.29,41285,,마두동
9759,201,호수마을(현대),1994,,,,42500,12,11,2023,중개거래,경기 고양시일산동구,59.925,3,881,N,24.03.29,41285,,장항동
9760,206,호수마을(현대),1994,,,,52000,15,11,2023,중개거래,경기 고양일산동구,70.14,8,881,N,24.01.08,41285,,장항동
9761,805,숲속마을8단지,2006,,,,32800,14,11,2023,중개거래,경기 고양일산동구,59.72,19,1258,N,24.01.05,41285,,풍동
9762,803,중산마을8(삼성),1995,,,,41000,16,11,2023,직거래,,134.97,5,1574,N,23.11.28,41285,,중산동
9763,108,은행마을1(동문),2002,,,,39500,26,11,2023,중개거래,경기 고양일산동구,84.4459,14,174,N,23.12.20,41285,,풍동
9764,503,강촌마을(라이프),1992,,,,65000,5,11,2023,중개거래,경기 고양일산동구,84.93,10,789,N,23.12.19,41285,,마두동
9765,107,백마마을(삼성),1993,,,,86000,19,11,2023,중개거래,경기 고양일산동구,133.47,14,755,N,23.12.29,41285,,마두동
9766,,호수마을(청구),1994,,24.02.16,O,58000,2,11,2023,중개거래,경기 고양시일산동구,67.735,11,883,N,,41285,,장항동
9767,804,숲속마을8단지,2006,,,,33000,20,11,2023,중개거래,경기 고양시일산동구,59.72,15,1258,N,24.02.29,41285,,풍동
9768,907,숲속마을9단지(성원),2006,,,,56000,13,11,2023,중개거래,경기 고양일산동구,122.8,17,1252,N,23.12.20,41285,,풍동
9769,,은행마을1(동문),2002,,23.11.28,O,39500,26,11,2023,중개거래,경기 고양일산동구,84.4459,14,174,N,,41285,,풍동
9770,101동,일산센트럴아이파크,2018,,,,61500,18,11,2023,중개거래,경기 고양일산동구,84.9854,10,1841,N,23.12.20,41285,,중산동
9771,213,위시티일산자이2단지,2010,,,,67000,10,11,2023,중개거래,경기 고양일산동구 경기 고양일산서구,130.0652,3,1498,N,23.12.07,41285,,식사동
9772,201,중산마을2(코오롱),1995,,,,20000,15,11,2023,중개거래,경기 고양일산동구 경기 고양일산서구,49.77,10,1556,N,24.01.03,41285,,중산동
9773,207,은행마을2(동문),2002,,,,32600,11,11,2023,중개거래,경기 고양일산동구,84.3316,1,910,N,23.12.29,41285,,식사동
9774,,중산마을5(동부),1995,,23.12.01,O,25500,11,11,2023,중개거래,경기 고양덕양구 경기 고양일산동구,60,2,1575,N,,41285,,중산동
9775,202,은행마을2(동문),2002,,,,50950,11,11,2023,중개거래,경기 고양일산동구,128.5756,4,910,N,24.01.10,41285,,식사동
9776,218,위시티일산자이2단지,2010,,,,130000,22,11,2023,직거래,,209.4897,27,1498,N,23.11.22,41285,,식사동
9777,102,위시티일산자이주상복합,2010,,,,59000,10,11,2023,중개거래,경기 고양일산동구,117.25,21,1529,N,24.01.26,41285,,식사동
9778,101,위시티휴먼빌,2014,,,,55000,11,11,2023,중개거래,경기 고양일산동구,117.41,20,1533,N,24.01.29,41285,,식사동
9779,507,중산마을5(건영),1995,,,,25500,8,11,2023,중개거래,경기 고양일산동구,59.99,2,1575,N,23.12.20,41285,,중산동
9780,,백송마을(삼호),1992,,,,50000,18,11,2023,중개거래,경기 고양일산동구,84.69,9,1190,N,,41285,,백석동
9781,207,호수마을(현대),1994,,,,42000,1,11,2023,중개거래,경기 고양시일산동구,59.925,5,881,N,24.02.23,41285,,장항동
9782,203,호수마을(현대),1994,,,,44800,15,11,2023,중개거래,경기 고양일산동구,59.925,10,881,N,23.12.08,41285,,장항동
9783,304,위시티블루밍3단지,2010,,,,60000,17,11,2023,중개거래,경기 고양시일산동구,101.94,16,1510,N,24.02.27,41285,,식사동
9784,812,강촌마을(우방),1993,,,,66000,6,11,2023,중개거래,경기 고양시일산동구,84.94,10,794,N,24.02.27,41285,,마두동
9785,705,백송마을(임광),1994,,,,31000,2,11,2023,중개거래,경기 고양일산동구,59.34,2,1136,N,23.12.08,41285,,백석동
9786,412,위시티일산자이4단지,2010,,,,74000,7,11,2023,중개거래,경기 고양시일산동구,134.7996,10,1504,N,24.03.04,41285,,식사동
9787,203,백마마을(극동),1992,,,,51000,10,11,2023,중개거래,서울 종로구,114.81,8,739,N,23.12.05,41285,,마두동
9788,102,위시티일산자이1단지,2010,,,,56700,14,11,2023,중개거래,경기 고양일산동구,84.7861,24,1487,N,24.01.18,41285,,식사동
9789,603,중산마을6(태영),1995,,,,31000,10,11,2023,중개거래,경기 고양일산동구,72.36,5,1573,N,23.11.20,41285,,중산동
9790,309,백송마을(우성),1992,,,,25000,15,11,2023,직거래,,52.92,6,1183,N,23.11.15,41285,,백석동
9791,207,숲속마을2단지,2006,,,,45000,10,11,2023,중개거래,경기 고양일산동구,75.82,6,1286,N,24.01.29,41285,,풍동
9792,207,중산마을2(코오롱),1995,,,,17800,9,11,2023,중개거래,경기 고양일산동구,49.77,1,1556,N,24.01.16,41285,,중산동
9793,205,은행마을2(동문),2002,,,,31000,9,11,2023,중개거래,경기 고양일산동구,84.3316,2,910,N,23.11.16,41285,,식사동
9794,706,숲속마을(7단지),2006,,,,41900,6,11,2023,중개거래,경기 고양일산동구,84.97,13,1261,N,23.11.28,41285,,풍동
9795,201,성원2차,1998,,,,29800,2,11,2023,중개거래,경기 고양일산동구,59.76,4,551-34,N,24.01.16,41285,,풍동
9796,508,하늘마을 5단지,2007,,,,48000,3,11,2023,중개거래,경기 고양일산동구,84.67,14,1800,N,23.12.01,41285,,중산동
9797,505,위시티블루밍5단지,2010,,,,70000,6,11,2023,중개거래,경기 고양일산동구,123.23,16,1565,N,24.01.08,41285,,식사동
9798,601,강촌마을(한양6),1998,,,,21000,6,11,2023,중개거래,경기 고양일산동구,35.1,18,806,N,23.11.10,41285,,마두동
9799,507,백송마을(풍림),1992,,,,50000,2,11,2023,중개거래,경기 고양일산동구,84.83,15,1190,N,23.11.07,41285,,백석동
9800,208,산들마을2(대림),2002,,,,50000,4,11,2023,중개거래,경기 고양일산동구,134.926,12,1651,N,23.12.07,41285,,중산동
9801,208,하늘마을2단지,2007,,,,42000,1,11,2023,중개거래,경기 고양일산동구,84.72,3,1700,N,23.11.29,41285,,중산동
9802,103,청원네이처빌,2004,,,,18300,2,11,2023,중개거래,경기 고양일산동구,59.89,2,1077,N,23.11.07,41285,,성석동
9803,305,중산마을3단지(일신),1995,,,,25800,2,11,2023,중개거래,경기 고양일산동구,59.84,3,1554-2,N,23.11.21,41285,,중산동
9804,504,숲속마을5단지(I-PARK),2006,,,,74000,8,12,2023,중개거래,경기 고양시일산동구,149.07,17,1267,N,24.03.04,41285,,풍동
