,aptNm,buildYear,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,excluUseAr,floor,sggCd,umdNm,dealYearMonth
3801,새서울,1983,17500.0,30,1,2023,중개거래,45.72,1,41281,관산동,20231
3803,삼송리슈빌센트럴파크,2012,64500.0,20,1,2023,중개거래,84.9993,9,41281,원흥동,20231
3804,신원당(태영6),1993,29500.0,30,1,2023,중개거래,54.91,13,41281,성사동,20231
3805,무원마을1단지,1995,34000.0,6,1,2023,중개거래,68.98,11,41281,행신동,20231
3806,별빛마을9단지(벽산),1995,51300.0,27,1,2023,중개거래,84.93,4,41281,화정동,20231
3807,더퍼스트프라임,2014,28000.0,31,1,2023,중개거래,59.894,11,41281,관산동,20231
3809,소만마을(풍림),1994,25000.0,19,1,2023,중개거래,45.36,6,41281,행신동,20231
3810,소만마을(성원)6,1995,33500.0,24,1,2023,중개거래,59.34,10,41281,행신동,20231
3811,고양삼송동일스위트파크뷰7(1차),2017,57000.0,28,1,2023,중개거래,76.0404,26,41281,신원동,20231
3812,달빛마을(부영)2,1996,24500.0,27,1,2023,중개거래,50.0,10,41281,화정동,20231
3813,햇빛주공23,1996,34800.0,8,1,2023,중개거래,59.97,6,41281,행신동,20231
3814,햇빛마을19,1998,45000.0,9,1,2023,중개거래,84.94,13,41281,행신동,20231
3815,삼송원흥역센트럴푸르지오,2018,70000.0,11,1,2023,중개거래,84.0409,21,41281,원흥동,20231
3816,별빛마을9단지(기산),1995,50800.0,13,1,2023,중개거래,84.93,16,41281,화정동,20231
3817,벽산,1999,29000.0,28,1,2023,중개거래,59.97,6,41281,주교동,20231
3818,도래울센트럴더포레,2014,55000.0,25,1,2023,중개거래,74.98,6,41281,도내동,20231
3819,신원당(태영2),1993,23100.0,7,1,2023,중개거래,39.96,4,41281,성사동,20231
3820,별빛마을9단지(한일),1995,47000.0,17,1,2023,중개거래,84.93,10,41281,화정동,20231
3821,도래울파크뷰(PARKVIEW),2013,55000.0,15,1,2023,중개거래,84.98,14,41281,도내동,20231
3822,달빛(라이프)2,1996,29500.0,14,1,2023,중개거래,59.97,1,41281,화정동,20231
3823,햇빛마을주공20,1997,29500.0,6,1,2023,중개거래,59.97,2,41281,행신동,20231
3824,고양원흥동일스위트,2018,64800.0,20,1,2023,중개거래,84.9956,4,41281,도내동,20231
3825,푸른마을4단지,2008,30000.0,12,1,2023,중개거래,92.978,4,41281,고양동,20231
3826,소만마을(성원)6,1995,36000.0,16,1,2023,중개거래,59.34,4,41281,행신동,20231
3827,지축역한림풀에버,2020,61500.0,6,1,2023,중개거래,72.937,4,41281,지축동,20231
3828,신성,1998,25800.0,27,1,2023,중개거래,59.52,11,41281,관산동,20231
3829,도래울파크뷰(PARKVIEW),2013,58000.0,17,1,2023,중개거래,84.98,18,41281,도내동,20231
3830,서정마을7단지파크하임휴먼시아,2009,83000.0,4,1,2023,중개거래,130.88,11,41281,행신동,20231
3831,무원마을(기산),1994,55000.0,11,1,2023,중개거래,134.91,10,41281,행신동,20231
3832,은빛마을(LG)5,1995,41000.0,26,1,2023,중개거래,99.96,1,41281,화정동,20231
3833,현대1,1997,25500.0,9,1,2023,중개거래,59.36,13,41281,고양동,20231
3834,현대1,1997,34000.0,12,1,2023,중개거래,84.36,6,41281,고양동,20231
3835,고양원흥동일스위트,2018,73000.0,19,1,2023,중개거래,84.9956,15,41281,도내동,20231
3836,고양원흥동일스위트,2018,72000.0,9,1,2023,중개거래,84.9956,25,41281,도내동,20231
3837,한화꿈에그린,2003,54000.0,16,1,2023,중개거래,106.43,3,41281,화정동,20231
3838,현대1,1997,33500.0,3,1,2023,중개거래,84.36,10,41281,고양동,20231
3839,고양원흥동일스위트,2018,64500.0,12,1,2023,중개거래,84.9956,2,41281,도내동,20231
3840,DMC한강자이더헤리티지,2022,71000.0,25,1,2023,중개거래,84.9585,17,41281,덕은동,20231
3841,무원마을(라이프),1994,40000.0,25,1,2023,직거래,84.99,2,41281,행신동,20231
3842,평화,1985,23485.0,13,1,2023,중개거래,68.86,2,41281,주교동,20231
3843,지축역한림풀에버,2020,70000.0,20,1,2023,중개거래,72.936,29,41281,지축동,20231
3844,원당대림e-편한세상,2009,60000.0,9,1,2023,중개거래,84.86,13,41281,성사동,20231
3845,삼송역현대헤리엇,2020,53000.0,1,1,2023,중개거래,59.98,8,41281,삼송동,20231
3846,고양삼송동일스위트파크뷰7(1차),2017,64000.0,16,1,2023,직거래,84.0785,19,41281,신원동,20231
3848,DMC리슈빌더포레스트,2019,66000.0,14,1,2023,중개거래,74.4654,19,41281,향동동,20231
3849,별빛마을7단지,1995,65000.0,9,1,2023,중개거래,84.95,15,41281,화정동,20231
3850,별빛마을(부영)8(좋은집),1995,33000.0,16,1,2023,중개거래,50.0,10,41281,화정동,20231
3851,소만마을(풍림),1994,26800.0,13,1,2023,중개거래,45.36,11,41281,행신동,20231
3852,은빛마을11단지,1996,38500.0,12,1,2023,중개거래,60.0,2,41281,화정동,20231
3853,은빛마을6단지,1996,69800.0,10,1,2023,중개거래,103.92,7,41281,화정동,20231
3854,삼송2차아이파크,2015,74800.0,14,1,2023,중개거래,84.739,27,41281,삼송동,20231
3855,삼송2차아이파크,2015,74500.0,13,1,2023,중개거래,84.739,2,41281,삼송동,20231
3856,별빛마을9단지(벽산),1995,51800.0,16,1,2023,중개거래,84.93,14,41281,화정동,20231
3857,샘터주공2,1996,30500.0,17,1,2023,중개거래,59.93,4,41281,행신동,20231
3858,도래울센트럴더포레,2014,55000.0,10,1,2023,중개거래,84.98,9,41281,도내동,20231
3860,DMC리슈빌더포레스트,2019,87000.0,17,1,2023,중개거래,84.812,14,41281,향동동,20231
3861,도래울센트럴더힐,2015,54500.0,5,1,2023,중개거래,84.93,11,41281,도내동,20231
3862,소만마을9단지,1995,24000.0,12,1,2023,중개거래,43.76,2,41281,행신동,20231
3863,허스(151),1987,14500.0,17,1,2023,중개거래,57.96,2,41281,관산동,20231
3865,달빛마을(부영)2,1996,23500.0,12,1,2023,중개거래,50.0,6,41281,화정동,20231
3866,별빛마을9단지(기산),1995,45000.0,12,1,2023,중개거래,84.93,13,41281,화정동,20231
3867,은빛마을6단지,1996,77000.0,7,1,2023,중개거래,132.81,5,41281,화정동,20231
3868,별빛마을(부영)8(좋은집),1995,31000.0,7,1,2023,중개거래,50.0,6,41281,화정동,20231
3869,소만마을(성원)6,1995,31500.0,13,1,2023,중개거래,49.77,9,41281,행신동,20231
3870,새서울,1983,17000.0,13,1,2023,중개거래,45.72,3,41281,관산동,20231
3871,한라비발디,2004,44000.0,11,1,2023,직거래,84.8753,18,41281,토당동,20231
3872,무원마을(두산),1994,42250.0,2,1,2023,중개거래,71.55,4,41281,행신동,20231
3873,무원마을1단지,1995,35500.0,4,1,2023,중개거래,68.98,10,41281,행신동,20231
3874,신성(572),1988,17335.0,5,1,2023,중개거래,50.04,4,41281,주교동,20231
3875,삼송스타클래스,2014,56000.0,3,1,2023,중개거래,101.51,9,41281,삼송동,20231
3876,신성(572),1988,17220.0,10,1,2023,중개거래,48.87,3,41281,주교동,20231
3877,삼송리슈빌센트럴파크,2012,71000.0,9,1,2023,직거래,84.9908,13,41281,원흥동,20231
3878,소만마을(풍림),1994,26600.0,5,1,2023,중개거래,45.36,12,41281,행신동,20231
3879,고양원흥동일스위트,2018,64000.0,6,1,2023,중개거래,84.9832,2,41281,도내동,20231
3880,별빛마을9단지(코오롱),1995,50000.0,5,1,2023,중개거래,84.93,10,41281,화정동,20231
3881,신정베스트빌,2003,14000.0,5,1,2023,직거래,48.83,2,41281,주교동,20231
3882,별빛마을9단지(한일),1995,46500.0,3,1,2023,중개거래,84.93,4,41281,화정동,20231
3883,푸른마을3단지,2004,30000.0,3,1,2023,중개거래,84.93,2,41281,고양동,20231
3884,신원당(태영6),1993,30000.0,3,1,2023,직거래,54.91,9,41281,성사동,20231
3885,별빛마을(건영)10,1996,47500.0,2,1,2023,중개거래,84.96,3,41281,화정동,20231
3886,숲속마을5단지(I-PARK),2006,51000.0,30,1,2023,중개거래,101.34,5,41285,풍동,20231
3887,일산자이센트리지,2020,47000.0,20,1,2023,중개거래,61.7293,18,41285,식사동,20231
3888,킨텍스원시티2블럭,2019,103000.0,31,1,2023,중개거래,84.654,15,41285,장항동,20231
3889,중산마을5(동부),1995,26000.0,30,1,2023,중개거래,59.93,2,41285,중산동,20231
3890,하늘마을주공5단지,2007,46000.0,31,1,2023,중개거래,84.67,20,41285,중산동,20231
3891,위시티블루밍3단지,2010,63500.0,27,1,2023,중개거래,123.08,16,41285,식사동,20231
3892,위시티일산자이2단지,2010,61500.0,28,1,2023,중개거래,115.9254,15,41285,식사동,20231
3893,일산요진와이시티,2016,75000.0,21,1,2023,중개거래,59.92,31,41285,백석동,20231
3895,백마마을(삼환),1992,88000.0,30,1,2023,중개거래,132.8,14,41285,마두동,20231
3896,SKVIEW,2003,55000.0,17,1,2023,중개거래,121.5279,7,41285,식사동,20231
3897,중산마을11(현대),1995,35500.0,19,1,2023,중개거래,84.36,11,41285,중산동,20231
3898,중산마을2(코오롱),1995,24000.0,19,1,2023,중개거래,49.98,8,41285,중산동,20231
3899,흰돌마을(한진),1994,41000.0,16,1,2023,중개거래,69.09,1,41285,백석동,20231
3900,숲속마을5단지(I-PARK),2006,63000.0,21,1,2023,중개거래,127.22,12,41285,풍동,20231
3901,백마마을(극동),1992,65500.0,30,1,2023,중개거래,101.91,6,41285,마두동,20231
3902,일산요진와이시티,2016,66000.0,30,1,2023,중개거래,59.89,4,41285,백석동,20231
3903,일산요진와이시티,2016,68000.0,26,1,2023,중개거래,59.89,43,41285,백석동,20231
3904,현대그린,1989,7600.0,20,1,2023,중개거래,38.52,1,41285,사리현동,20231
3906,위시티일산자이2단지,2010,65000.0,30,1,2023,중개거래,130.0652,15,41285,식사동,20231
3907,일산센트럴아이파크,2018,59000.0,30,1,2023,중개거래,84.9854,6,41285,중산동,20231
3908,위시티일산자이1단지,2010,67000.0,26,1,2023,중개거래,134.8911,1,41285,식사동,20231
3909,강촌마을(우방),1993,52000.0,28,1,2023,중개거래,84.94,1,41285,마두동,20231
3910,일산요진와이시티,2016,80700.0,15,1,2023,중개거래,84.49,20,41285,백석동,20231
3911,위시티일산자이4단지,2010,92500.0,18,1,2023,중개거래,162.7081,20,41285,식사동,20231
3912,중산마을7(코오롱),1995,33500.0,30,1,2023,중개거래,101.85,1,41285,중산동,20231
3913,백송마을(선경),1994,28900.0,16,1,2023,중개거래,51.03,3,41285,백석동,20231
3914,호수마을(현대),1994,38000.0,18,1,2023,중개거래,59.925,15,41285,장항동,20231
3915,산들마을1(대림),2004,43000.0,17,1,2023,중개거래,115.2217,13,41285,중산동,20231
3916,백송마을(우성),1992,30000.0,8,1,2023,중개거래,52.92,2,41285,백석동,20231
3917,위시티일산자이2단지,2010,65000.0,18,1,2023,중개거래,115.6564,26,41285,식사동,20231
3918,일산센트럴아이파크,2018,45400.0,30,1,2023,중개거래,59.9703,12,41285,중산동,20231
3919,일산센트럴아이파크,2018,59000.0,28,1,2023,중개거래,84.9854,5,41285,중산동,20231
3920,일산자이센트리지,2020,59500.0,9,1,2023,중개거래,76.416,26,41285,식사동,20231
3921,숲속마을3단지(요진더포레스트),2006,41000.0,16,1,2023,중개거래,84.95,17,41285,풍동,20231
3922,일산센트럴아이파크,2018,45900.0,24,1,2023,중개거래,59.9703,16,41285,중산동,20231
3923,숲속마을8단지,2006,33200.0,28,1,2023,중개거래,59.72,4,41285,풍동,20231
3924,백송마을(대우),1994,29500.0,31,1,2023,중개거래,58.626,8,41285,백석동,20231
3925,숲속마을8단지,2006,33000.0,16,1,2023,중개거래,59.72,17,41285,풍동,20231
3926,동문3단지,2005,30000.0,25,1,2023,중개거래,84.6186,13,41285,사리현동,20231
3927,일산센트럴아이파크,2018,49000.0,31,1,2023,중개거래,59.9703,23,41285,중산동,20231
3928,일산센트럴아이파크,2018,46000.0,27,1,2023,직거래,59.9703,12,41285,중산동,20231
3929,강촌마을(진흥),1992,71500.0,14,1,2023,중개거래,134.67,6,41285,마두동,20231
3930,숲속마을9단지(성원),2006,55000.0,15,1,2023,중개거래,122.8,17,41285,풍동,20231
3931,사리현동문디이스트2단지,2004,29500.0,14,1,2023,중개거래,84.6186,15,41285,사리현동,20231
3932,위시티일산자이1단지,2010,53500.0,30,1,2023,중개거래,84.8793,10,41285,식사동,20231
3933,일산센트럴아이파크,2018,60000.0,12,1,2023,중개거래,84.9854,29,41285,중산동,20231
3934,위시티일산자이1단지,2010,52000.0,28,1,2023,중개거래,84.7861,28,41285,식사동,20231
3935,강촌마을(한양6),1998,18700.0,31,1,2023,중개거래,35.1,1,41285,마두동,20231
3936,위시티일산자이2단지,2010,117000.0,19,1,2023,중개거래,209.4897,2,41285,식사동,20231
3937,성원1차,1998,49700.0,26,1,2023,직거래,84.39,11,41285,풍동,20231
3938,숲속마을9단지(성원),2006,54000.0,7,1,2023,중개거래,122.8,7,41285,풍동,20231
3939,백마마을(삼성),1993,78200.0,16,1,2023,중개거래,101.91,4,41285,마두동,20231
3940,중산마을7(코오롱),1995,36700.0,8,1,2023,중개거래,134.97,2,41285,중산동,20231
3941,숲속마을2단지,2006,44000.0,13,1,2023,중개거래,84.79,6,41285,풍동,20231
3942,중산마을3단지(일신),1995,21000.0,30,1,2023,직거래,59.845,9,41285,중산동,20231
3943,백송마을(대우),1994,28800.0,14,1,2023,중개거래,58.626,5,41285,백석동,20231
3944,백송마을(선경),1994,29350.0,11,1,2023,중개거래,51.03,6,41285,백석동,20231
3945,위시티일산자이2단지,2010,85000.0,18,1,2023,중개거래,163.25,3,41285,식사동,20231
3946,중산마을8(대우),1995,36000.0,19,1,2023,중개거래,99.69,12,41285,중산동,20231
3947,강촌마을(동아),1992,57000.0,18,1,2023,중개거래,84.87,4,41285,마두동,20231
3948,일산요진와이시티,2016,63000.0,6,1,2023,중개거래,59.89,32,41285,백석동,20231
3949,백마마을(한성),1994,34000.0,2,1,2023,중개거래,50.16,4,41285,마두동,20231
3950,일산센트럴아이파크,2018,46000.0,18,1,2023,중개거래,59.9703,11,41285,중산동,20231
3951,동문3단지,2005,28000.0,10,1,2023,중개거래,84.6186,6,41285,사리현동,20231
3952,위시티일산자이4단지,2010,70000.0,9,1,2023,중개거래,133.6079,20,41285,식사동,20231
3953,일산센트럴아이파크,2018,56000.0,17,1,2023,중개거래,84.9854,4,41285,중산동,20231
3954,일산센트럴아이파크,2018,55000.0,13,1,2023,중개거래,84.9742,25,41285,중산동,20231
3955,센트럴더포레(하늘마을6단지휴먼시아),2010,50000.0,9,1,2023,중개거래,135.06,1,41285,중산동,20231
3956,위시티블루밍3단지,2010,60000.0,11,1,2023,중개거래,101.9,14,41285,식사동,20231
3957,위시티일산자이4단지,2010,75000.0,14,1,2023,중개거래,134.8911,27,41285,식사동,20231
3958,일산센트럴아이파크,2018,64900.0,7,1,2023,중개거래,84.9742,10,41285,중산동,20231
3959,하늘마을주공5단지,2007,39000.0,17,1,2023,중개거래,75.94,13,41285,중산동,20231
3960,하늘마을주공5단지,2007,40000.0,13,1,2023,중개거래,84.67,17,41285,중산동,20231
3961,하늘마을주공5단지,2007,39000.0,10,1,2023,중개거래,75.94,5,41285,중산동,20231
3962,하늘마을주공5단지,2007,40500.0,4,1,2023,중개거래,84.67,11,41285,중산동,20231
3963,하늘마을주공5단지,2007,41500.0,11,1,2023,중개거래,84.67,19,41285,중산동,20231
3964,하늘마을주공5단지,2007,42000.0,9,1,2023,중개거래,84.67,16,41285,중산동,20231
3965,위시티일산자이1단지,2010,78000.0,16,1,2023,중개거래,137.1394,25,41285,식사동,20231
3966,위시티일산자이1단지,2010,68000.0,4,1,2023,중개거래,137.1394,4,41285,식사동,20231
3967,백마마을(한양4),1994,71000.0,7,1,2023,중개거래,134.96,19,41285,마두동,20231
3968,강촌마을(동아),1992,59000.0,5,1,2023,중개거래,84.87,3,41285,마두동,20231
3969,산들마을2(대림),2002,53000.0,11,1,2023,중개거래,134.926,6,41285,중산동,20231
3970,위시티일산자이4단지,2010,92000.0,5,1,2023,중개거래,162.7081,23,41285,식사동,20231
3971,강촌마을(동아),1992,57000.0,8,1,2023,중개거래,84.87,6,41285,마두동,20231
3972,중산마을3단지(일신),1995,30000.0,6,1,2023,중개거래,59.845,8,41285,중산동,20231
3973,호수마을(현대),1994,40500.0,5,1,2023,중개거래,59.925,8,41285,장항동,20231
3974,일산요진와이시티,2016,70000.0,2,1,2023,직거래,59.89,18,41285,백석동,20231
3975,탄현마을(건영5),1995,23000.0,7,1,2023,중개거래,68.61,10,41287,탄현동,20231
3977,후곡마을(코오롱),1995,45000.0,31,1,2023,중개거래,84.786,1,41287,일산동,20231
3978,가좌마을7단지꿈에그린,2010,52000.0,31,1,2023,중개거래,101.9924,1,41287,가좌동,20231
3979,"큰마을대림,현대아파트",2001,31600.0,26,1,2023,중개거래,84.73,5,41287,탄현동,20231
3980,문촌마을1단지우성,1994,48000.0,29,1,2023,중개거래,84.91,13,41287,주엽동,20231
3981,후곡마을(금호),1995,56500.0,14,1,2023,중개거래,83.77,4,41287,일산동,20231
3982,일산에듀포레푸르지오,2018,36000.0,28,1,2023,중개거래,62.9373,18,41287,탄현동,20231
3983,대화마을동문(3단지),2002,40000.0,28,1,2023,중개거래,84.454,12,41287,대화동,20231
3984,후곡마을(럭키),1994,45000.0,30,1,2023,직거래,84.851,2,41287,일산동,20231
3985,일산임광진흥아파트,2009,32000.0,30,1,2023,중개거래,59.68,9,41287,탄현동,20231
3986,후곡마을(한양),1995,55000.0,18,1,2023,중개거래,84.945,4,41287,일산동,20231
3987,"큰마을대림,현대아파트",2001,24250.0,28,1,2023,중개거래,59.82,3,41287,탄현동,20231
3988,후곡마을(럭키),1994,64300.0,27,1,2023,중개거래,84.851,5,41287,일산동,20231
3989,후곡마을(주공),1995,42500.0,25,1,2023,중개거래,68.13,12,41287,일산동,20231
3990,일산동양(955-2),2004,35000.0,25,1,2023,중개거래,84.972,10,41287,일산동,20231
3992,월드메르디앙일산주상복합,2005,24900.0,27,1,2023,중개거래,59.78,14,41287,일산동,20231
3993,탄현마을풍림,2000,27300.0,31,1,2023,중개거래,59.859,6,41287,탄현동,20231
3994,동문,1996,21000.0,31,1,2023,중개거래,59.4,4,41287,일산동,20231
3995,성저마을(동익1단지),1995,42000.0,15,1,2023,직거래,59.05,2,41287,대화동,20231
3996,탄현마을(부영3),1995,19800.0,25,1,2023,중개거래,46.58,10,41287,탄현동,20231
3997,탄현마을(일신),1994,18500.0,27,1,2023,중개거래,53.12,8,41287,탄현동,20231
3998,문촌마을19단지신우,1994,58500.0,27,1,2023,중개거래,73.08,3,41287,주엽동,20231
3999,후곡마을(동아10),1995,70500.0,15,1,2023,중개거래,130.23,5,41287,일산동,20231
4000,대화마을동문(3단지),2002,35000.0,18,1,2023,중개거래,84.454,3,41287,대화동,20231
4001,가좌마을2단지대우,2005,31000.0,9,1,2023,직거래,84.8566,19,41287,가좌동,20231
4002,하이파크시티일산파밀리에3단지,2011,52000.0,16,1,2023,중개거래,121.66,20,41287,덕이동,20231
4003,후곡마을(동아16),1995,31000.0,18,1,2023,중개거래,48.84,7,41287,일산동,20231
4004,"강선마을7단지(삼환,유원)",1993,44500.0,30,1,2023,중개거래,58.579,12,41287,주엽동,20231
4005,일산두산위브더제니스,2013,57900.0,12,1,2023,중개거래,95.5001,24,41287,탄현동,20231
4006,일산두산위브더제니스,2013,76000.0,14,1,2023,중개거래,145.8289,35,41287,탄현동,20231
4007,탄현마을(동성),1994,39000.0,13,1,2023,중개거래,122.2,6,41287,탄현동,20231
4009,문촌마을8단지동아,1994,37000.0,26,1,2023,중개거래,59.28,12,41287,주엽동,20231
4010,일산에듀포레푸르지오,2018,34500.0,31,1,2023,중개거래,59.8354,11,41287,탄현동,20231
4011,일산동문(2),1997,22800.0,11,1,2023,중개거래,58.988,10,41287,일산동,20231
4012,일산두산위브더제니스,2013,70000.0,27,1,2023,중개거래,119.1774,34,41287,탄현동,20231
4013,하이파크시티일산파밀리에2단지,2011,53700.0,27,1,2023,중개거래,121.45,6,41287,덕이동,20231
4014,하이파크시티일산파밀리에4단지,2011,51500.0,12,1,2023,중개거래,121.45,9,41287,덕이동,20231
4015,"큰마을대림,현대아파트",2001,30300.0,16,1,2023,중개거래,84.73,5,41287,탄현동,20231
4016,"큰마을대림,현대아파트",2001,22500.0,13,1,2023,중개거래,59.82,4,41287,탄현동,20231
4017,"큰마을대림,현대아파트",2001,25000.0,16,1,2023,중개거래,59.82,9,41287,탄현동,20231
4019,하이파크시티일산파밀리에4단지,2011,57000.0,30,1,2023,중개거래,129.79,7,41287,덕이동,20231
4020,킨텍스아이파크(9),2003,59000.0,10,1,2023,중개거래,84.8713,11,41287,대화동,20231
4021,강선마을9단지화성,1993,33700.0,14,1,2023,중개거래,57.27,12,41287,주엽동,20231
4022,"강선마을7단지(삼환,유원)",1993,69000.0,20,1,2023,중개거래,84.63,19,41287,주엽동,20231
4023,일산임광진흥아파트,2009,30500.0,28,1,2023,중개거래,59.68,11,41287,탄현동,20231
4024,하이파크시티일산아이파크5단지,2011,57000.0,29,1,2023,중개거래,124.8758,25,41287,덕이동,20231
4025,일산에듀포레푸르지오,2018,38500.0,13,1,2023,중개거래,74.7735,14,41287,탄현동,20231
4026,일산두산위브더제니스,2013,70000.0,5,1,2023,중개거래,120.7818,5,41287,탄현동,20231
4027,탄현마을(건영5),1995,29500.0,18,1,2023,중개거래,84.5,18,41287,탄현동,20231
4028,일산동문(600-32),2000,28000.0,28,1,2023,중개거래,59.99,17,41287,일산동,20231
4029,일산동문(600-32),2000,37900.0,13,1,2023,중개거래,116.369,9,41287,일산동,20231
4030,강선마을17단지동성,1994,35000.0,25,1,2023,중개거래,47.49,8,41287,주엽동,20231
4031,문촌마을17단지신안,1994,111500.0,17,1,2023,중개거래,134.79,5,41287,주엽동,20231
4032,푸르지오,2013,39000.0,11,1,2023,중개거래,82.38,4,41287,일산동,20231
4033,"큰마을대림,현대아파트",2001,31750.0,12,1,2023,중개거래,84.73,13,41287,탄현동,20231
4034,강선마을2단지경남,1994,58000.0,19,1,2023,중개거래,129.09,3,41287,주엽동,20231
4035,"큰마을대림,현대아파트",2001,35000.0,10,1,2023,중개거래,84.73,16,41287,탄현동,20231
4037,동문,1996,20700.0,9,1,2023,중개거래,59.4,3,41287,일산동,20231
4038,탄현마을(건영4),1994,19300.0,12,1,2023,중개거래,53.83,6,41287,탄현동,20231
4039,일산에듀포레푸르지오,2018,43000.0,9,1,2023,중개거래,84.6702,22,41287,탄현동,20231
4040,베르빌,2005,36000.0,14,1,2023,중개거래,84.93,2,41287,일산동,20231
4041,후곡마을(현대18),1994,30000.0,19,1,2023,중개거래,59.925,6,41287,일산동,20231
4042,동문2,2002,28700.0,25,1,2023,중개거래,84.3316,11,41287,덕이동,20231
4043,일산1차현대홈타운,2001,29850.0,14,1,2023,중개거래,59.9782,14,41287,일산동,20231
4044,일산1차현대홈타운,2001,29500.0,26,1,2023,중개거래,59.9782,4,41287,일산동,20231
4045,후곡마을(현대3),1994,80500.0,5,1,2023,중개거래,133.425,12,41287,일산동,20231
4046,태영(954),2002,40500.0,5,1,2023,중개거래,84.89,6,41287,일산동,20231
4047,"큰마을대림,현대아파트",2001,34800.0,6,1,2023,중개거래,84.73,15,41287,탄현동,20231
4048,하이파크시티일산아이파크5단지,2011,54000.0,17,1,2023,중개거래,127.8739,21,41287,덕이동,20231
4049,문촌마을3단지우성,1994,70000.0,2,1,2023,중개거래,134.97,2,41287,주엽동,20231
4050,일산두산위브더제니스,2013,47500.0,3,1,2023,중개거래,59.9258,29,41287,탄현동,20231
4051,일산두산위브더제니스,2013,47000.0,3,1,2023,중개거래,59.9065,43,41287,탄현동,20231
4052,일산두산위브더제니스,2013,68500.0,6,1,2023,중개거래,120.4817,26,41287,탄현동,20231
4053,하이파크시티일산아이파크1단지,2011,64500.0,3,1,2023,중개거래,127.8739,8,41287,덕이동,20231
4054,탄현마을(일신),1994,17000.0,20,1,2023,중개거래,53.12,16,41287,탄현동,20231
4055,킨텍스휴먼빌(6단지),2003,39000.0,17,1,2023,중개거래,84.3669,10,41287,대화동,20231
4056,일산에듀포레푸르지오,2018,44000.0,9,1,2023,중개거래,84.5164,12,41287,탄현동,20231
4057,탄현마을(삼익),1994,27000.0,11,1,2023,중개거래,59.97,5,41287,탄현동,20231
4058,하이파크시티일산파밀리에2단지,2011,53000.0,9,1,2023,중개거래,121.45,18,41287,덕이동,20231
4060,"강선마을1단지(벽산,대우)",1994,59300.0,11,1,2023,중개거래,101.94,15,41287,주엽동,20231
4061,후곡마을(청구),1994,70000.0,12,1,2023,중개거래,134.87,12,41287,일산동,20231
4062,탄현마을(현대),1994,33800.0,9,1,2023,중개거래,84.36,8,41287,탄현동,20231
4063,탄현마을풍림,2000,24000.0,13,1,2023,중개거래,59.859,23,41287,탄현동,20231
4064,킨텍스아이파크(10),2003,39000.0,12,1,2023,중개거래,84.8713,11,41287,대화동,20231
4065,후곡마을(주공),1995,49000.0,10,1,2023,중개거래,68.13,7,41287,일산동,20231
4066,"큰마을대림,현대아파트",2001,26600.0,16,1,2023,중개거래,59.82,19,41287,탄현동,20231
4067,태영,2003,32000.0,7,1,2023,중개거래,84.79,9,41287,덕이동,20231
4068,월드메르디앙일산주상복합,2005,25300.0,14,1,2023,중개거래,59.78,6,41287,일산동,20231
4069,후곡마을(럭키),1994,66500.0,8,1,2023,중개거래,72.261,9,41287,일산동,20231
4070,강선마을10단지한양,1998,22000.0,8,1,2023,중개거래,41.265,20,41287,주엽동,20231
4071,후곡마을(동양),1995,38300.0,7,1,2023,중개거래,71.08,6,41287,일산동,20231
4072,가좌마을5단지벽산,2005,30000.0,10,1,2023,중개거래,84.997,3,41287,가좌동,20231
4073,하이파크시티일산아이파크5단지,2011,52000.0,7,1,2023,중개거래,127.8739,2,41287,덕이동,20231
4074,"큰마을대림,현대아파트",2001,22000.0,2,1,2023,중개거래,59.94,10,41287,탄현동,20231
4075,탄현마을(한신),1994,35000.0,3,1,2023,중개거래,84.24,11,41287,탄현동,20231
4076,일산임광진흥아파트,2009,32000.0,13,1,2023,중개거래,59.68,11,41287,탄현동,20231
4077,후곡마을(현대3),1994,75000.0,5,1,2023,중개거래,133.425,15,41287,일산동,20231
4078,강선마을14단지두산,1994,54700.0,3,1,2023,중개거래,69.08,15,41287,주엽동,20231
4079,"큰마을대림,현대아파트",2001,30900.0,12,1,2023,중개거래,84.73,11,41287,탄현동,20231
4080,일산두산위브더제니스,2013,49000.0,7,1,2023,직거래,59.9258,25,41287,탄현동,20231
4081,탄현마을(건영5),1995,23000.0,7,1,2023,중개거래,68.61,10,41287,탄현동,20231
4082,태영,2003,36000.0,10,1,2023,직거래,84.79,5,41287,덕이동,20231
4083,강선마을19단지우성,1994,85000.0,9,1,2023,중개거래,125.32,1,41287,주엽동,20231
4084,일신건영2차,2007,37000.0,6,1,2023,직거래,84.9279,9,41287,일산동,20231
4085,일산3차현대홈타운,2002,36000.0,5,1,2023,중개거래,55.593,4,41287,일산동,20231
4086,대화마을한라(2단지),2002,65000.0,3,1,2023,직거래,164.06,4,41287,대화동,20231
4087,탄현마을(건영4),1994,16500.0,2,1,2023,직거래,53.83,1,41287,탄현동,20231
4088,샘터주공2,1996,33000.0,3,2,2023,중개거래,59.97,11,41281,행신동,20232
4089,달빛(라이프)2,1996,23000.0,24,2,2023,중개거래,49.95,5,41281,화정동,20232
4090,DMC호반베르디움더포레3단지,2019,77300.0,28,2,2023,중개거래,84.8984,10,41281,향동동,20232
4091,원흥호반베르디움더퍼스트5단지,2017,61000.0,27,2,2023,중개거래,69.6752,20,41281,도내동,20232
